"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"Ben 10: Protector of Earth","Wii",2007,"Action","D3Publisher",0.55,0.55,0,0.13,1.23
"Frogger: The Great Quest","PS2",2001,"Platform","Konami Digital Entertainment",0.6,0.47,0,0.16,1.23
"2010 FIFA World Cup South Africa","PS3",2010,"Sports","Electronic Arts",0.3,0.64,0.07,0.22,1.23
"Ninja Gaiden","XB",2004,"Action","Microsoft Game Studios",0.92,0.2,0.07,0.04,1.23
"Crash Bandicoot: The Wrath of Cortex","XB",2002,"Platform","Universal Interactive",0.59,0.57,0,0.07,1.23
"Driv3r","PS2",2004,"Racing","Atari",0.6,0.47,0,0.16,1.23
"Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game","PS",2003,"Misc","Sony Computer Entertainment",0.69,0.47,0,0.08,1.23
"Farming Simulator 2015","PC",2014,"Simulation","Focus Home Interactive",0.08,1.02,0,0.13,1.23
"Guitar Hero: Aerosmith","X360",2008,"Misc","Activision",1,0.14,0,0.1,1.23
"Medal of Honor: Airborne","PS3",2007,"Shooter","Electronic Arts",0.25,0.7,0.03,0.25,1.23
"Kirby Tilt 'n' Tumble","GB",2000,"Puzzle","Nintendo",0.29,0.17,0.75,0.02,1.23
"SpongeBob SquarePants: Battle for Bikini Bottom","GBA",2003,"Platform","THQ",0.88,0.33,0,0.02,1.23
"Vigilante 8","PS",1998,"Racing","Activision",0.68,0.47,0,0.08,1.23
"Castlevania","NES",1986,"Platform","Konami Digital Entertainment",0.54,0.06,0.62,0.01,1.23
"Donkey Kong Country 2","GBA",2004,"Platform","Nintendo",0.79,0.27,0.12,0.04,1.23
"Bayonetta","PS3",2009,"Action","Sega",0.44,0.41,0.21,0.17,1.23
"""WarioWare, Inc.: Mega MicroGame$""","GBA",2003,"Puzzle","Nintendo",0.4,0.11,0.7,0.02,1.23
"Star Wars: Battlefront II","PSP",2005,"Shooter","LucasArts",1.05,0.06,0.01,0.11,1.23
"Madden NFL 17","PS4",2016,"Sports","Electronic Arts",0.92,0.08,0,0.23,1.23
"Boom Blox","Wii",2008,"Puzzle","Electronic Arts",0.72,0.38,0,0.12,1.23
"Fallout 4","PC",2015,"Role-Playing","Bethesda Softworks",0.5,0.63,0,0.1,1.23
"The Sims 2: Castaway","Wii",2007,"Simulation","Electronic Arts",0.45,0.64,0,0.14,1.23
"LEGO Batman 2: DC Super Heroes","PS3",2012,"Action","Warner Bros. Interactive Entertainment",0.5,0.53,0,0.2,1.22
"Naruto Shippuden: Ultimate Ninja Storm 2","PS3",2010,"Fighting","Namco Bandai Games",0.42,0.47,0.15,0.18,1.22
"Mario Power Tennis","GC",2004,"Sports","Nintendo",0.58,0.16,0.46,0.03,1.22
"Intelligent Qube","PS",1997,"Puzzle","Sony Computer Entertainment",0.13,0.07,1,0.02,1.22
"Game & Watch Gallery 2","GB",1997,"Misc","Nintendo",0.76,0.3,0.12,0.04,1.22
"Game & Watch Gallery 3","GB",1999,"Misc","Nintendo",0.79,0.31,0.08,0.04,1.22
"Pac-Man","NES",1984,"Puzzle","Namco Bandai Games",0.27,0.08,0.85,0.02,1.22
"Parfait: Chocolat Second Style","PS2",2006,"Adventure","Alchemist",0.59,0.46,0.01,0.15,1.22
"F1 2011","PS3",2011,"Racing","Codemasters",0.12,0.75,0.11,0.25,1.22
"Cars","PSP",2006,"Racing","THQ",0.72,0.29,0,0.21,1.22
"NBA Live 99","PS",1997,"Sports","Electronic Arts",1.13,0.05,0,0.03,1.22
"Chocobo no Fushigi Dungeon","PS",1997,"Role-Playing","SquareSoft",0,0,1.14,0.08,1.22
"Golden Sun: The Lost Age","GBA",2002,"Role-Playing","Nintendo",0.61,0.27,0.27,0.07,1.22
"SimCity 2000","PS",1996,"Simulation","Maxis",0.68,0.46,0,0.08,1.22
"Max Payne","XB",2001,"Shooter","Take-Two Interactive",0.98,0.19,0,0.05,1.22
"WCW Mayhem","PS",1998,"Fighting","Electronic Arts",0.68,0.46,0,0.08,1.22
"NBA 2K2","PS2",2002,"Sports","Sega",0.59,0.46,0.01,0.15,1.22
"NASCAR Thunder 2003","PS2",null,"Racing","Unknown",0.6,0.46,0,0.16,1.22
"Super Street Fighter IV: 3D Edition","3DS",2011,"Fighting","Capcom",0.55,0.44,0.14,0.09,1.22
"Cars","PS2",2006,"Racing","THQ",1.01,0.04,0,0.16,1.21
"Fuzion Frenzy","XB",2001,"Misc","Microsoft Game Studios",0.93,0.24,0,0.04,1.21
"Call of Duty: Finest Hour","XB",2004,"Shooter","Activision",0.78,0.4,0,0.04,1.21
"FIFA Soccer 11","PSP",2010,"Sports","Electronic Arts",0.13,0.7,0.01,0.37,1.21
"Sly Cooper and the Thievius Raccoonus","PS2",2002,"Platform","Sony Computer Entertainment",1.03,0.14,0,0.04,1.21
"LEGO Indiana Jones 2: The Adventure Continues","DS",2009,"Action","Activision",0.66,0.43,0,0.12,1.21
"The Magical Quest starring Mickey Mouse","SNES",1992,"Platform","Capcom",0.66,0.17,0.35,0.03,1.21
"Dragon Quest IV: Michibikareshi Monotachi","PS",2001,"Role-Playing","Enix Corporation",0,0,1.2,0.01,1.21
"Star Wars Episode 1: Jedi Power Battles","PS",1999,"Action","LucasArts",0.66,0.48,0.01,0.06,1.21
"Dino Crisis 2","PS",2000,"Action","Virgin Interactive",0.34,0.49,0.28,0.1,1.21
"Need for Speed Underground","GC",2003,"Racing","Electronic Arts",0.69,0.48,0.01,0.03,1.21
"Shrek / Shrek 2 2-in-1 Gameboy Advance Video","GBA",2007,"Misc",null,0.87,0.32,0,0.02,1.21
"Test Drive 4","PS",1997,"Racing","Electronic Arts",0.67,0.46,0,0.08,1.21
"FIFA Soccer 07","PSP",2006,"Sports","Electronic Arts",0.24,0.65,0,0.32,1.21
"World Soccer Winning Eleven 9 (JP & Others sales)","PSP",2005,"Sports","Konami Digital Entertainment",0.01,0.88,0.31,0,1.2
"The Lord of the Rings: The Fellowship of the Ring","PS2",2002,"Action","Black Label Games",0.59,0.46,0,0.15,1.2
"LEGO Star Wars III: The Clone Wars","PS3",2011,"Action","LucasArts",0.52,0.49,0,0.2,1.2
"ATV Offroad Fury 3","PS2",2004,"Racing","SouthPeak Games",1,0.04,0,0.16,1.2
"Pikmin 2","GC",2004,"Strategy","Nintendo",0.48,0.13,0.56,0.03,1.2
"Just Dance 2016","Wii",2015,"Misc","Ubisoft",0.52,0.59,0,0.1,1.2
"Disney Sing It","Wii",2008,"Misc","Disney Interactive Studios",0.77,0.31,0,0.12,1.2
"Battlefield: Hardline","XOne",2015,"Shooter","Electronic Arts",0.72,0.37,0.01,0.11,1.2
"WWE 2K16","PS4",2015,"Sports","Take-Two Interactive",0.41,0.6,0,0.19,1.2
"Dragon Ball Z: La Legende Saien","SNES",1993,"Fighting","Namco Bandai Games",0,0,1.2,0,1.2
"TwinBee","NES",1986,"Shooter","Konami Digital Entertainment",0,0,1.2,0,1.2
"Ganbare Goemon! Karakuri Douchuu","NES",1986,"Platform","Konami Digital Entertainment",0,0,1.2,0,1.2
"NFL 2K","DC",1999,"Sports","Sega",1.12,0.05,0,0.02,1.2
"SolarStriker","GB",1989,"Shooter","Nintendo",0.4,0.39,0.36,0.04,1.2
"Enter the Matrix","XB",2003,"Action","Atari",0.72,0.43,0.01,0.04,1.2
"NHL 2002","PS2",2001,"Sports","Electronic Arts",0.59,0.46,0,0.15,1.2
"Mario vs. Donkey Kong 2: March of the Minis","DS",2006,"Puzzle","Nintendo",0.74,0.03,0.36,0.07,1.2
"PokéPark Wii: Pikachu's Adventure","Wii",2009,"Adventure","Nintendo",0.55,0.17,0.42,0.06,1.2
"One Piece: Pirate Warriors","PS3",2012,"Action","Namco Bandai Games",0.01,0.24,0.86,0.09,1.2
"WWE 2K14","PS3",2013,"Sports","Take-Two Interactive",0.49,0.49,0,0.21,1.19
"Metal Gear Solid: Portable Ops","PSP",2006,"Action","Konami Digital Entertainment",0.38,0.35,0.38,0.09,1.19
"Nuclear Strike","PS",1997,"Simulation","Electronic Arts",0.66,0.45,0,0.08,1.19
"Captain Toad: Treasure Tracker","WiiU",2014,"Puzzle","Nintendo",0.56,0.36,0.19,0.09,1.19
"WWE SmackDown vs Raw 2008","PSP",2007,"Fighting","THQ",0.45,0.47,0,0.28,1.19
"The Simpsons: Road Rage","GBA",2003,"Racing","THQ",0.86,0.32,0,0.02,1.19
"Pro Evolution Soccer 2008","Wii",2008,"Sports","Konami Digital Entertainment",0.09,0.84,0.11,0.15,1.19
"SpongeBob SquarePants: Revenge of the Flying Dutchman","GBA",2002,"Platform","THQ",0.92,0.23,0,0.04,1.19
"Mario & Sonic at the London 2012 Olympic Games","3DS",2012,"Sports","Sega",0.18,0.64,0.27,0.1,1.19
"Scarface: The World is Yours","PS2",2006,"Action","Vivendi Games",0.99,0.04,0,0.16,1.19
"Kobe Bryant in NBA Courtside","N64",1998,"Sports","Nintendo",1.02,0.13,0.04,0.01,1.19
"Disney's Chip 'n Dale: Rescue Rangers","NES",1990,"Platform","Capcom",0.68,0.14,0.35,0.02,1.19
"The Dukes of Hazzard: Racing for Home","PS",1999,"Racing","Ubisoft",0.99,0.16,0,0.04,1.19
"Hitman 2: Silent Assassin","XB",null,"Action","Eidos Interactive",0.76,0.38,0,0.05,1.19
"FIFA 14","XOne",2013,"Sports","Electronic Arts",0.41,0.66,0,0.12,1.19
"Spider-Man: The Movie","GC",2002,"Action","Activision",0.86,0.27,0.01,0.04,1.19
"Final Fantasy I & II: Dawn of Souls","GBA",2004,"Role-Playing","Nintendo",0.64,0.24,0.29,0.02,1.19
"NBA 2K17","PS4",2016,"Sports","Take-Two Interactive",0.83,0.14,0,0.22,1.19
"Pokemon Super Mystery Dungeon","3DS",2015,"Role-Playing","Nintendo",0.46,0.31,0.33,0.08,1.19
"Just Dance 4","X360",2012,"Misc","Ubisoft",0.9,0.2,0,0.08,1.19
"Metal Gear Solid VR Missions","PS",1999,"Adventure","Konami Digital Entertainment",0.66,0.45,0,0.08,1.18
"Pole Position","2600",1982,"Racing","Atari",1.1,0.07,0,0.01,1.18
"Resident Evil: Operation Raccoon City","PS3",2012,"Action","Capcom",0.48,0.25,0.36,0.1,1.18
"LEGO Indiana Jones: The Original Adventures","PSP",2008,"Action","LucasArts",0.4,0.49,0,0.29,1.18
"Pro Yakyuu Family Stadium '88","NES",1988,"Sports","Namco Bandai Games",0.1,0,1.08,0,1.18
"Shenmue","DC",1999,"Adventure","Sega",0.52,0.24,0.38,0.04,1.18
"Mario Tennis","GB",2000,"Sports","Nintendo",0.5,0.18,0.44,0.06,1.18
"Tony Hawk's Pro Skater 2","GBA",2001,"Sports","Activision",0.85,0.31,0,0.02,1.18
"WWE '12","PS3",2011,"Fighting","THQ",0.53,0.46,0.02,0.17,1.18
"WWE SmackDown vs. Raw 2010","PS3",2009,"Fighting","THQ",0.48,0.49,0.01,0.2,1.18
"Plants vs. Zombies","DS",2011,"Strategy","Mastertronic",0.95,0.15,0,0.08,1.18
"Sonic the Hedgehog","PS3",2006,"Platform","Sega",0.41,0.07,0.04,0.66,1.18
"Super Ghouls 'n Ghosts","SNES",1991,"Platform","Capcom",0.5,0.14,0.52,0.02,1.18
"Spore","PC",2008,"Strategy","Electronic Arts",0.03,1.06,0,0.09,1.17
"Soviet Strike","PS",1996,"Simulation","Electronic Arts",0.65,0.44,0,0.08,1.17
"Your Shape: Fitness Evolved 2012","X360",2011,"Sports","Ubisoft",0.7,0.37,0,0.1,1.17
"Army of Two","PS3",2008,"Shooter","Electronic Arts",0.74,0.26,0.02,0.15,1.17
"Gun","PS2",2005,"Shooter","Activision",0.98,0.04,0,0.16,1.17
"Ty the Tasmanian Tiger","PS2",2002,"Platform","Electronic Arts",0.57,0.45,0,0.15,1.17
"Wario Land: Shake It!","Wii",2008,"Platform","Nintendo",0.6,0.31,0.15,0.11,1.17
"Sonic Rush Adventure","DS",2007,"Platform","Sega",0.54,0.49,0.01,0.12,1.17
"Medal of Honor: Warfighter","X360",2012,"Action","Electronic Arts",0.58,0.47,0.01,0.1,1.17
"Mega Man 3","NES",1990,"Platform","Capcom",0.68,0.1,0.39,0,1.17
"Ratchet & Clank (2016)","PS4",2016,"Platform","Sony Computer Entertainment",0.32,0.64,0.04,0.18,1.17
"Mission: Impossible","N64",1997,"Action","Ocean",0.74,0.38,0.02,0.03,1.17
"Romancing SaGa 2","SNES",1993,"Role-Playing","SquareSoft",0,0,1.17,0,1.17
"Cabela's Dangerous Hunts","PS2",2003,"Sports","Zoo Digital Publishing",0.57,0.45,0,0.15,1.17
"Cool Boarders 4","PS",1998,"Sports","989 Studios",0.65,0.44,0,0.08,1.17
"Rage Racer","PS",1996,"Racing","Sony Computer Entertainment",0.16,0.11,0.83,0.08,1.17
"Medal of Honor: Rising Sun","XB",2003,"Shooter","Electronic Arts",0.76,0.36,0,0.05,1.17
"Football Manager 2013","PC",2012,"Sports","Sega",0,0.95,0,0.22,1.17
"Destruction Derby 2","PS",1996,"Racing","Psygnosis",0.65,0.44,0,0.08,1.17
"Mirror's Edge","X360",2008,"Platform","Electronic Arts",0.51,0.51,0.01,0.13,1.17
"Destiny: The Taken King","XOne",2015,"Shooter","Activision",0.82,0.23,0,0.11,1.17
"Mario vs. Donkey Kong","GBA",2004,"Puzzle","Nintendo",0.68,0.25,0.21,0.02,1.17
"007: Quantum of Solace","PS3",2008,"Action","Activision",0.43,0.52,0.02,0.2,1.16
"EA Sports Active: More Workouts","Wii",2009,"Sports","Electronic Arts",0.78,0.28,0,0.1,1.16
"Fallout: New Vegas","PC",2010,"Role-Playing","Bethesda Softworks",0.58,0.45,0,0.14,1.16
"Need for Speed: Most Wanted","PSV",2012,"Racing","Electronic Arts",0.38,0.52,0.01,0.25,1.16
"Final Fantasy Tactics: The War of the Lions","PSP",2007,"Role-Playing","Square Enix",0.45,0.25,0.3,0.16,1.16
"Midnight Club 3: DUB Edition Remix","PS2",2006,"Racing","Take-Two Interactive",0.97,0.04,0,0.16,1.16
"Tom Clancy's Ghost Recon: Jungle Storm","PS2",2004,"Shooter","Ubisoft",0.57,0.44,0,0.15,1.16
"SingStar","PS3",2007,"Misc","Sony Computer Entertainment",0.45,0.58,0,0.13,1.16
"Bushido Blade","PS",1997,"Fighting","Sony Computer Entertainment",0.39,0.27,0.43,0.08,1.16
"LEGO Star Wars III: The Clone Wars","DS",2011,"Action","LucasArts",0.66,0.39,0,0.11,1.16
"NASCAR Thunder 2002","PS2",2001,"Racing","Electronic Arts",0.57,0.44,0,0.15,1.16
"Jet Force Gemini","N64",1999,"Shooter","Nintendo",0.78,0.28,0.07,0.02,1.16
"Mega Man X","SNES",1993,"Platform","Capcom",0.57,0.08,0.5,0.01,1.16
"Yu-Gi-Oh! The Sacred Cards (American and Others sales)","GBA",2002,"Role-Playing","Konami Digital Entertainment",0.84,0.27,0,0.05,1.16
"Sega Rally Championship","SAT",1995,"Racing","Sega",0.21,0.16,0.77,0.02,1.16
"Test Drive: Off Road","PS",1997,"Racing","Eidos Interactive",0.65,0.44,0,0.08,1.16
"Medal of Honor Heroes 2","PSP",2007,"Shooter","Electronic Arts",0.5,0.39,0.02,0.25,1.16
"Sniper: Ghost Warrior","X360",2010,"Shooter","City Interactive",0.54,0.51,0,0.12,1.16
"Rocksmith","PS3",2011,"Misc","Ubisoft",0.52,0.38,0.09,0.17,1.16
"LEGO Star Wars: The Video Game","XB",2005,"Action","Eidos Interactive",0.83,0.28,0,0.05,1.16
"FIFA Soccer 10","PSP",2009,"Sports","Electronic Arts",0.15,0.68,0.01,0.32,1.16
"Plants vs. Zombies: Garden Warfare","X360",2014,"Shooter","Electronic Arts",0.51,0.54,0,0.1,1.16
"Worldwide Soccer Manager 2009","PC",2008,"Simulation","Sega",0,1.14,0,0.01,1.15
"Omerta: City of Gangsters","PS3",2011,"Simulation","Konami Digital Entertainment",0.52,0.46,0,0.17,1.15
"Gauntlet: Dark Legacy","PS2",2001,"Action","Midway Games",0.56,0.44,0,0.15,1.15
"Ninja Gaiden Sigma","PS3",2007,"Action","Eidos Interactive",0.57,0.33,0.09,0.16,1.15
"Bad Boys: Miami Takedown","PS2",2004,"Shooter","Empire Interactive",0.56,0.44,0,0.15,1.15
"Kaboom!","2600",1980,"Misc","Activision",1.07,0.07,0,0.01,1.15
"Red Dead Redemption: Undead Nightmare","PS3",2010,"Action","Take-Two Interactive",0.44,0.46,0.06,0.18,1.15
"Sonic and the Black Knight","Wii",2009,"Platform","Sega",0.69,0.35,0.01,0.11,1.15
"Call of Duty 4: Modern Warfare","PC",2007,"Shooter","Activision",0,1.12,0,0.03,1.15
"Qix","GB",1990,"Puzzle","Nintendo",0.51,0.2,0.41,0.03,1.15
"Derby Stallion III","SNES",1995,"Sports","ASCII Entertainment",0,0,1.15,0,1.15
"Doraemon","NES",1986,"Action","Hudson Soft",0,0,1.15,0,1.15
"High School Musical 2: Work This Out!","DS",2008,"Misc","Disney Interactive Studios",0.5,0.52,0,0.13,1.15
"Ratchet & Clank: All 4 One","PS3",2011,"Platform","Sony Computer Entertainment",0.75,0.22,0.05,0.12,1.15
"Donkey Konga","GC",2003,"Misc","Nintendo",0.5,0.16,0.46,0.03,1.15
"Fight Night Champion","PS3",2011,"Fighting","Electronic Arts",0.45,0.51,0,0.19,1.15
"Dragon Quest I & II","SNES",1993,"Role-Playing","Enix Corporation",0,0,1.15,0,1.15
"Tak and the Power of Juju","PS2",2003,"Platform","THQ",0.56,0.44,0,0.15,1.15
"Asteroids","PS",1998,"Shooter","Success",0.64,0.43,0,0.07,1.15
"Puyo Puyo Sun Ketteiban","PS",1997,"Puzzle","Compile",0,0,1.07,0.07,1.15
"Pokemon Rumble Blast","3DS",2011,"Action","Nintendo",0.47,0.26,0.35,0.07,1.14
"Action Bass","PS",2000,"Action","Take-Two Interactive",0.64,0.43,0,0.07,1.14
"Tenchu: Wrath of Heaven","PS2",2003,"Action","Activision",0.44,0.34,0.25,0.11,1.14
"Shadow of the Colossus","PS2",2005,"Action","Sony Computer Entertainment",0.78,0.03,0.2,0.13,1.14
"Brave Fencer Musashi","PS",1998,"Role-Playing","SquareSoft",0.25,0.17,0.65,0.07,1.14
"Hot Shots Golf: Out of Bounds","PS3",2007,"Sports","Sony Computer Entertainment",0.31,0.03,0.76,0.04,1.14
"Dance Dance Revolution Extreme 2","PS2",2005,"Simulation","Konami Digital Entertainment",0.95,0.04,0,0.16,1.14
"Mirror's Edge","PS3",2008,"Platform","Electronic Arts",0.31,0.59,0.02,0.22,1.14
"Rabbids Go Home","Wii",2009,"Platform","Ubisoft",0.26,0.75,0,0.14,1.14
"South Park","N64",1998,"Shooter","Acclaim Entertainment",0.9,0.23,0,0.02,1.14
"Commando","NES",1986,"Action","Capcom",0.71,0.16,0.25,0.03,1.14
"Pilotwings","SNES",1990,"Simulation","Nintendo",0.46,0.17,0.48,0.02,1.14
"Resident Evil - Code: Veronica","DC",2000,"Action","Eidos Interactive",0.41,0.23,0.47,0.03,1.14
"Super R.C. Pro-Am","GB",1991,"Racing","Nintendo",0.58,0.37,0.15,0.04,1.14
"The Lord of the Rings: The Return of the King","XB",2003,"Action","Electronic Arts",0.71,0.38,0,0.05,1.14
"LEGO Star Wars: The Video Game","GBA",2005,"Action","Eidos Interactive",0.82,0.3,0,0.02,1.14
"Royal Palace of White Sword and The City of Gentiles","PS2",2005,"Role-Playing","Take-Two Interactive",0,0.51,0,0.62,1.14
"Guitar Hero 5","X360",2009,"Misc","Activision",0.65,0.37,0,0.11,1.14
"Mobile Suit Gundam: Federation vs. Zeon","PS2",2001,"Simulation","Atari",0.12,0.1,0.88,0.03,1.14
"Need for Speed Underground 2","GC",2004,"Racing","Electronic Arts",0.7,0.39,0.01,0.03,1.14
"MechAssault","XB",2002,"Simulation","Microsoft Game Studios",1.01,0.1,0,0.03,1.13
"ModNation Racers","PS3",2010,"Racing","Sony Computer Entertainment",0.5,0.41,0.06,0.16,1.13
"LEGO Star Wars III: The Clone Wars","3DS",2011,"Action","LucasArts",0.61,0.43,0,0.09,1.13
"Derby Stallion 99","PS",1999,"Sports","ASCII Entertainment",0,0,1.06,0.07,1.13
"Cars","GBA",2006,"Racing","THQ",0.81,0.3,0,0.02,1.13
"Fantasy Life","3DS",2012,"Role-Playing","Nintendo",0.33,0.37,0.37,0.06,1.13
"Tom Clancy's Rainbow Six 3: Black Arrow","XB",2004,"Shooter","Ubisoft",0.99,0.12,0,0.02,1.13
"WWE 2K15","PS4",2014,"Sports","Take-Two Interactive",0.38,0.56,0,0.19,1.13
"Donkey Kong","NES",1983,"Platform","Nintendo",0.23,0.05,0.84,0.01,1.13
"Jampack Winter '98","PS",1998,"Misc","Sony Computer Entertainment",0.63,0.43,0,0.07,1.13
"WWE 2K14","X360",2013,"Sports","Take-Two Interactive",0.64,0.39,0,0.1,1.13
"Alien: Isolation","PS4",2014,"Shooter","Sega",0.34,0.56,0.04,0.19,1.13
"Yakuza 3","PS3",2009,"Action","Sega",0.21,0.21,0.62,0.08,1.13
"Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales)","GBA",2005,"Role-Playing","Nintendo",0.81,0.3,0,0.02,1.13
"The Beatles: Rock Band","PS3",2009,"Misc","MTV Games",0.67,0.3,0,0.15,1.13
"Dragon Age II","X360",2011,"Action","Electronic Arts",0.72,0.3,0.01,0.09,1.12
"Moon Patrol","2600",1982,"Shooter","Atari",1.05,0.06,0,0.01,1.12
"Supercar Street Challenge","PS2",2001,"Racing","Activision",0.55,0.43,0,0.14,1.12
"Pilotwings 64","N64",1996,"Simulation","Nintendo",0.56,0.24,0.3,0.02,1.12
"Crackdown 2","X360",2010,"Shooter","Microsoft Game Studios",0.63,0.37,0.02,0.1,1.12
"Final Fantasy XIV: A Realm Reborn","PS3",2013,"Role-Playing","Square Enix",0.36,0.33,0.28,0.15,1.12
"Castlevania: Lords of Shadow","PS3",2010,"Action","Konami Digital Entertainment",0.5,0.37,0.1,0.16,1.12
"Rocksmith","X360",2011,"Misc","Ubisoft",0.84,0.2,0.01,0.08,1.12
"Disney Infinity 2.0: Marvel Super Heroes","X360",2014,"Action","Disney Interactive Studios",0.62,0.4,0,0.1,1.12
"SOCOM: U.S. Navy SEALs Fireteam Bravo","PSP",2005,"Shooter","Sony Computer Entertainment",1.03,0,0.01,0.08,1.12
"Call Of Duty 2: Big Red One","XB",2005,"Shooter","Activision",0.66,0.4,0,0.05,1.12
"Yoshi's Cookie","NES",1992,"Puzzle","Nintendo",0.41,0.06,0.63,0.02,1.12
"Guitar Hero 5","PS2",2009,"Misc","Activision",0.28,0.3,0,0.54,1.12
"Worldwide Soccer Manager 2008","PC",2007,"Sports","Russel",0,1.12,0,0,1.12
"Spider-Man 2","XB",2004,"Action","Activision",0.82,0.26,0,0.04,1.12
"Counter-Strike","XB",2003,"Shooter","Microsoft Game Studios",0.85,0.23,0,0.04,1.11
"Mad Max (2015)","PS4",2015,"Action","Warner Bros. Interactive Entertainment",0.32,0.58,0.04,0.17,1.11
"""Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)""","PS2",2007,"Action","Activision",0.63,0.37,0,0.11,1.11
"GRID","PS3",2008,"Racing","Codemasters",0.31,0.57,0.03,0.2,1.11
"Guitar Hero Encore: Rocks The 80s","PS2",2007,"Misc","RedOctane",0.92,0.04,0,0.15,1.11
"Sunset Overdrive","XOne",2014,"Shooter","Microsoft Game Studios",0.62,0.4,0,0.08,1.11
"Rock Band","PS2",null,"Misc","Electronic Arts",0.71,0.06,0,0.35,1.11
"Tom Clancy's Splinter Cell: Chaos Theory","XB",2005,"Action","Ubisoft",0.68,0.38,0,0.05,1.11
"Donkey Kong Jr.","NES",1983,"Platform","Nintendo",0.33,0.07,0.7,0.01,1.11
"Arc the Lad","PS",1995,"Role-Playing","Sony Computer Entertainment",0,0,1.1,0.01,1.11
"NBA Jam Tournament Edition","GEN",1994,"Sports","Acclaim Entertainment",0.95,0.14,0,0.03,1.11
"Need for Speed: ProStreet","Wii",2007,"Racing","Electronic Arts",0.54,0.46,0,0.12,1.11
"Pikmin 3","WiiU",2013,"Strategy","Nintendo",0.45,0.31,0.29,0.06,1.11
"Legend of Mana","PS",1999,"Role-Playing","SquareSoft",0.18,0.13,0.73,0.07,1.11
"Lumines: Puzzle Fusion","PSP",2004,"Puzzle","Ubisoft",0.52,0.35,0,0.23,1.11
"Toy Story 3: The Video Game","PS3",2010,"Action","Disney Interactive Studios",0.51,0.42,0,0.17,1.11
"Guitar Hero 5","PS3",2009,"Misc","Activision",0.53,0.4,0,0.17,1.1
"Megamania","2600",1981,"Shooter","Activision",1.03,0.06,0,0.01,1.1
"Medal of Honor: Airborne","X360",2007,"Shooter","Electronic Arts",0.45,0.53,0.01,0.12,1.1
"The Legend of Zelda: Tri Force Heroes","3DS",2015,"Action","Nintendo",0.52,0.33,0.17,0.08,1.1
"Jungle Hunt","2600",1982,"Platform","Atari",1.03,0.06,0,0.01,1.1
"Triple Play 98","PS",1997,"Sports","Electronic Arts",0.61,0.42,0,0.07,1.1
"LEGO The Lord of the Rings","PS3",2012,"Action","Warner Bros. Interactive Entertainment",0.36,0.53,0,0.21,1.1
"Petz Dogz 2","DS",2007,"Simulation","Ubisoft",0.47,0.52,0,0.12,1.1
"WWE SmackDown vs. Raw 2011","PS3",2010,"Fighting","THQ",0.44,0.46,0.01,0.18,1.1
"Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories","GB",1999,"Strategy","Konami Digital Entertainment",0,0,1.1,0,1.1
"Lode Runner","NES",1984,"Puzzle","Hudson Soft",0,0,1.1,0,1.1
"The Final Fantasy Legend","GB",1989,"Role-Playing","SquareSoft",0,0,1.1,0,1.1
"Famicom Jump: Eiyuu Retsuden","NES",1989,"Role-Playing","Namco Bandai Games",0,0,1.1,0,1.1
"F-Zero X","N64",1998,"Racing","Nintendo",0.45,0.33,0.29,0.03,1.1
"Popeye","NES",1983,"Platform","Nintendo",0.51,0.12,0.45,0.02,1.1
"NERF N-Strike","Wii",2008,"Shooter","Electronic Arts",0.92,0.09,0,0.09,1.1
"NBA Live 2001","PS2",2001,"Sports","Electronic Arts",0.52,0.4,0.04,0.13,1.1
"SingStar Legends","PS2",2006,"Misc","Sony Computer Entertainment",0.12,0.75,0,0.23,1.1
"SingStar Rocks!","PS2",2006,"Misc","Sony Computer Entertainment",0,0.84,0,0.25,1.1
"Tales of Symphonia","GC",2003,"Role-Playing","Nintendo",0.54,0.21,0.31,0.04,1.1
"Untold Legends: Brotherhood of the Blade","PSP",2005,"Role-Playing","Activision",0.54,0.33,0.01,0.22,1.1
"Star Ocean: The Second Story","PS",1998,"Role-Playing","Sony Computer Entertainment",0.26,0.1,0.72,0.02,1.1
"Lightning Returns: Final Fantasy XIII","PS3",2013,"Role-Playing","Square Enix",0.31,0.22,0.45,0.12,1.1
"Star Wars: The Force Unleashed","PSP",2008,"Action","LucasArts",0.43,0.41,0,0.25,1.09
"Imagine: Babysitters","DS",2008,"Simulation","Ubisoft",0.63,0.36,0,0.1,1.09
"The Simpsons Game","PSP",2007,"Action","Electronic Arts",0.24,0.55,0,0.31,1.09
"Yakuza 2","PS2",2006,"Adventure","Sega",0.05,0.04,0.84,0.16,1.09
"Skate 2","X360",2009,"Sports","Electronic Arts",0.82,0.17,0.01,0.09,1.09
"Dragon Ball Z: The Legacy of Goku II","GBA",2003,"Role-Playing","Atari",0.78,0.29,0,0.02,1.09
"Virtua Fighter 5","PS3",2007,"Fighting","Sega",0.29,0.52,0.08,0.2,1.09
"NFL 2K1","DC",2000,"Sports","Sega",1.02,0.05,0,0.02,1.09
